England and Wales,Religion,Sex,Age Code,Age,Ethnic group,Observation
England and Wales,Buddhist,Female,44,Aged 44 years,White,747
England and Wales,Buddhist,Female,44,Aged 44 years,Other ethnic group,210
England and Wales,Buddhist,Female,45,Aged 45 years,Does not apply,0
England and Wales,Buddhist,Female,45,Aged 45 years,"Asian, Asian British or Asian Welsh",2424
England and Wales,Buddhist,Female,45,Aged 45 years,"Black, Black British, Black Welsh, Caribbean or African",26
England and Wales,Buddhist,Female,45,Aged 45 years,Mixed or Multiple ethnic groups,66
England and Wales,Buddhist,Female,45,Aged 45 years,White,692
England and Wales,Buddhist,Female,45,Aged 45 years,Other ethnic group,182
England and Wales,Buddhist,Female,46,Aged 46 years,Does not apply,0
England and Wales,Buddhist,Female,46,Aged 46 years,"Asian, Asian British or Asian Welsh",2382
England and Wales,Buddhist,Female,46,Aged 46 years,"Black, Black British, Black Welsh, Caribbean or African",20
England and Wales,Buddhist,Female,46,Aged 46 years,Mixed or Multiple ethnic groups,59
England and Wales,Buddhist,Female,46,Aged 46 years,White,804
England and Wales,Buddhist,Female,46,Aged 46 years,Other ethnic group,154
England and Wales,Buddhist,Female,47,Aged 47 years,Does not apply,0
England and Wales,Buddhist,Female,47,Aged 47 years,"Asian, Asian British or Asian Welsh",2224
England and Wales,Buddhist,Female,47,Aged 47 years,"Black, Black British, Black Welsh, Caribbean or African",22
England and Wales,Buddhist,Female,47,Aged 47 years,Mixed or Multiple ethnic groups,73
England and Wales,Buddhist,Female,47,Aged 47 years,White,823
England and Wales,Buddhist,Female,47,Aged 47 years,Other ethnic group,167
England and Wales,Buddhist,Female,48,Aged 48 years,Does not apply,0
England and Wales,Buddhist,Female,48,Aged 48 years,"Asian, Asian British or Asian Welsh",2309
England and Wales,Buddhist,Female,48,Aged 48 years,"Black, Black British, Black Welsh, Caribbean or African",24
England and Wales,Buddhist,Female,48,Aged 48 years,Mixed or Multiple ethnic groups,81
England and Wales,Buddhist,Female,48,Aged 48 years,White,877
England and Wales,Buddhist,Female,48,Aged 48 years,Other ethnic group,182
England and Wales,Buddhist,Female,49,Aged 49 years,Does not apply,0
England and Wales,Buddhist,Female,49,Aged 49 years,"Asian, Asian British or Asian Welsh",2263
England and Wales,Buddhist,Female,49,Aged 49 years,"Black, Black British, Black Welsh, Caribbean or African",23
England and Wales,Buddhist,Female,49,Aged 49 years,Mixed or Multiple ethnic groups,74
England and Wales,Buddhist,Female,49,Aged 49 years,White,926
England and Wales,Buddhist,Female,49,Aged 49 years,Other ethnic group,168
England and Wales,Buddhist,Female,50,Aged 50 years,Does not apply,0
England and Wales,Buddhist,Female,50,Aged 50 years,"Asian, Asian British or Asian Welsh",2154
England and Wales,Buddhist,Female,50,Aged 50 years,"Black, Black British, Black Welsh, Caribbean or African",25
England and Wales,Buddhist,Female,50,Aged 50 years,Mixed or Multiple ethnic groups,78
England and Wales,Buddhist,Female,50,Aged 50 years,White,889
England and Wales,Buddhist,Female,50,Aged 50 years,Other ethnic group,184
England and Wales,Buddhist,Female,51,Aged 51 years,Does not apply,0
England and Wales,Buddhist,Female,51,Aged 51 years,"Asian, Asian British or Asian Welsh",1905
England and Wales,Buddhist,Female,51,Aged 51 years,"Black, Black British, Black Welsh, Caribbean or African",39
England and Wales,Buddhist,Female,51,Aged 51 years,Mixed or Multiple ethnic groups,61
England and Wales,Buddhist,Female,51,Aged 51 years,White,905
England and Wales,Buddhist,Female,51,Aged 51 years,Other ethnic group,155
England and Wales,Buddhist,Female,52,Aged 52 years,Does not apply,0
England and Wales,Buddhist,Female,52,Aged 52 years,"Asian, Asian British or Asian Welsh",1890
England and Wales,Buddhist,Female,52,Aged 52 years,"Black, Black British, Black Welsh, Caribbean or African",29
England and Wales,Buddhist,Female,52,Aged 52 years,Mixed or Multiple ethnic groups,69
England and Wales,Buddhist,Female,52,Aged 52 years,White,974
England and Wales,Buddhist,Female,52,Aged 52 years,Other ethnic group,159
England and Wales,Buddhist,Female,53,Aged 53 years,Does not apply,0
England and Wales,Buddhist,Female,53,Aged 53 years,"Asian, Asian British or Asian Welsh",1708
England and Wales,Buddhist,Female,53,Aged 53 years,"Black, Black British, Black Welsh, Caribbean or African",29
England and Wales,Buddhist,Female,53,Aged 53 years,Mixed or Multiple ethnic groups,81
England and Wales,Buddhist,Female,53,Aged 53 years,White,920
England and Wales,Buddhist,Female,53,Aged 53 years,Other ethnic group,138
England and Wales,Buddhist,Female,54,Aged 54 years,Does not apply,0
England and Wales,Buddhist,Female,54,Aged 54 years,"Asian, Asian British or Asian Welsh",1511
England and Wales,Buddhist,Female,54,Aged 54 years,"Black, Black British, Black Welsh, Caribbean or African",41
England and Wales,Buddhist,Female,54,Aged 54 years,Mixed or Multiple ethnic groups,78
England and Wales,Buddhist,Female,54,Aged 54 years,White,997
England and Wales,Buddhist,Female,54,Aged 54 years,Other ethnic group,118
England and Wales,Buddhist,Female,55,Aged 55 years,Does not apply,0
England and Wales,Buddhist,Female,55,Aged 55 years,"Asian, Asian British or Asian Welsh",1480
England and Wales,Buddhist,Female,55,Aged 55 years,"Black, Black British, Black Welsh, Caribbean or African",36
England and Wales,Buddhist,Female,55,Aged 55 years,Mixed or Multiple ethnic groups,60
England and Wales,Buddhist,Female,55,Aged 55 years,White,906
England and Wales,Buddhist,Female,55,Aged 55 years,Other ethnic group,134
England and Wales,Buddhist,Female,56,Aged 56 years,Does not apply,0
England and Wales,Buddhist,Female,56,Aged 56 years,"Asian, Asian British or Asian Welsh",1292
England and Wales,Buddhist,Female,56,Aged 56 years,"Black, Black British, Black Welsh, Caribbean or African",35
England and Wales,Buddhist,Female,56,Aged 56 years,Mixed or Multiple ethnic groups,70
England and Wales,Buddhist,Female,56,Aged 56 years,White,947
England and Wales,Buddhist,Female,56,Aged 56 years,Other ethnic group,158
England and Wales,Buddhist,Female,57,Aged 57 years,Does not apply,0
England and Wales,Buddhist,Female,57,Aged 57 years,"Asian, Asian British or Asian Welsh",1284
England and Wales,Buddhist,Female,57,Aged 57 years,"Black, Black British, Black Welsh, Caribbean or African",42
England and Wales,Buddhist,Female,57,Aged 57 years,Mixed or Multiple ethnic groups,50
England and Wales,Buddhist,Female,57,Aged 57 years,White,878
England and Wales,Buddhist,Female,57,Aged 57 years,Other ethnic group,121
England and Wales,Buddhist,Female,58,Aged 58 years,Does not apply,0
England and Wales,Buddhist,Female,58,Aged 58 years,"Asian, Asian British or Asian Welsh",1283
England and Wales,Buddhist,Female,58,Aged 58 years,"Black, Black British, Black Welsh, Caribbean or African",34
England and Wales,Buddhist,Female,58,Aged 58 years,Mixed or Multiple ethnic groups,49
England and Wales,Buddhist,Female,58,Aged 58 years,White,896
England and Wales,Buddhist,Female,58,Aged 58 years,Other ethnic group,104
England and Wales,Buddhist,Female,59,Aged 59 years,Does not apply,0
England and Wales,Buddhist,Female,59,Aged 59 years,"Asian, Asian British or Asian Welsh",1029
England and Wales,Buddhist,Female,59,Aged 59 years,"Black, Black British, Black Welsh, Caribbean or African",33
England and Wales,Buddhist,Female,59,Aged 59 years,Mixed or Multiple ethnic groups,37
England and Wales,Buddhist,Female,59,Aged 59 years,White,893
England and Wales,Buddhist,Female,59,Aged 59 years,Other ethnic group,95
England and Wales,Buddhist,Female,60,Aged 60 years,Does not apply,0
England and Wales,Buddhist,Female,60,Aged 60 years,"Asian, Asian British or Asian Welsh",992
England and Wales,Buddhist,Female,60,Aged 60 years,"Black, Black British, Black Welsh, Caribbean or African",24
England and Wales,Buddhist,Female,60,Aged 60 years,Mixed or Multiple ethnic groups,29
England and Wales,Buddhist,Female,60,Aged 60 years,White,783
England and Wales,Buddhist,Female,60,Aged 60 years,Other ethnic group,120
England and Wales,Buddhist,Female,61,Aged 61 years,Does not apply,0
England and Wales,Buddhist,Female,61,Aged 61 years,"Asian, Asian British or Asian Welsh",994
England and Wales,Buddhist,Female,61,Aged 61 years,"Black, Black British, Black Welsh, Caribbean or African",34
England and Wales,Buddhist,Female,61,Aged 61 years,Mixed or Multiple ethnic groups,41
England and Wales,Buddhist,Female,61,Aged 61 years,White,713
England and Wales,Buddhist,Female,61,Aged 61 years,Other ethnic group,82
England and Wales,Buddhist,Female,62,Aged 62 years,Does not apply,0
England and Wales,Buddhist,Female,62,Aged 62 years,"Asian, Asian British or Asian Welsh",879
England and Wales,Buddhist,Female,62,Aged 62 years,"Black, Black British, Black Welsh, Caribbean or African",25
England and Wales,Buddhist,Female,62,Aged 62 years,Mixed or Multiple ethnic groups,35
England and Wales,Buddhist,Female,62,Aged 62 years,White,704
England and Wales,Buddhist,Female,62,Aged 62 years,Other ethnic group,80
England and Wales,Buddhist,Female,63,Aged 63 years,Does not apply,0
England and Wales,Buddhist,Female,63,Aged 63 years,"Asian, Asian British or Asian Welsh",874
England and Wales,Buddhist,Female,63,Aged 63 years,"Black, Black British, Black Welsh, Caribbean or African",16
England and Wales,Buddhist,Female,63,Aged 63 years,Mixed or Multiple ethnic groups,22
England and Wales,Buddhist,Female,63,Aged 63 years,White,698
England and Wales,Buddhist,Female,63,Aged 63 years,Other ethnic group,81
England and Wales,Buddhist,Female,64,Aged 64 years,Does not apply,0
England and Wales,Buddhist,Female,64,Aged 64 years,"Asian, Asian British or Asian Welsh",821
England and Wales,Buddhist,Female,64,Aged 64 years,"Black, Black British, Black Welsh, Caribbean or African",17
England and Wales,Buddhist,Female,64,Aged 64 years,Mixed or Multiple ethnic groups,29
England and Wales,Buddhist,Female,64,Aged 64 years,White,623
England and Wales,Buddhist,Female,64,Aged 64 years,Other ethnic group,77
England and Wales,Buddhist,Female,65,Aged 65 years,Does not apply,0
England and Wales,Buddhist,Female,65,Aged 65 years,"Asian, Asian British or Asian Welsh",746
England and Wales,Buddhist,Female,65,Aged 65 years,"Black, Black British, Black Welsh, Caribbean or African",13
England and Wales,Buddhist,Female,65,Aged 65 years,Mixed or Multiple ethnic groups,21
England and Wales,Buddhist,Female,65,Aged 65 years,White,665
England and Wales,Buddhist,Female,65,Aged 65 years,Other ethnic group,75
England and Wales,Buddhist,Female,66,Aged 66 years,Does not apply,0
England and Wales,Buddhist,Female,66,Aged 66 years,"Asian, Asian British or Asian Welsh",762
England and Wales,Buddhist,Female,66,Aged 66 years,"Black, Black British, Black Welsh, Caribbean or African",19
England and Wales,Buddhist,Female,66,Aged 66 years,Mixed or Multiple ethnic groups,19
England and Wales,Buddhist,Female,66,Aged 66 years,White,707
England and Wales,Buddhist,Female,66,Aged 66 years,Other ethnic group,80
England and Wales,Buddhist,Female,67,Aged 67 years,Does not apply,0
England and Wales,Buddhist,Female,67,Aged 67 years,"Asian, Asian British or Asian Welsh",733
England and Wales,Buddhist,Female,67,Aged 67 years,"Black, Black British, Black Welsh, Caribbean or African",10
England and Wales,Buddhist,Female,67,Aged 67 years,Mixed or Multiple ethnic groups,20
England and Wales,Buddhist,Female,67,Aged 67 years,White,669
England and Wales,Buddhist,Female,67,Aged 67 years,Other ethnic group,76
England and Wales,Buddhist,Female,68,Aged 68 years,Does not apply,0
England and Wales,Buddhist,Female,68,Aged 68 years,"Asian, Asian British or Asian Welsh",664
England and Wales,Buddhist,Female,68,Aged 68 years,"Black, Black British, Black Welsh, Caribbean or African",7
England and Wales,Buddhist,Female,68,Aged 68 years,Mixed or Multiple ethnic groups,12
England and Wales,Buddhist,Female,68,Aged 68 years,White,642
England and Wales,Buddhist,Female,68,Aged 68 years,Other ethnic group,88
England and Wales,Buddhist,Female,69,Aged 69 years,Does not apply,0
England and Wales,Buddhist,Female,69,Aged 69 years,"Asian, Asian British or Asian Welsh",659
England and Wales,Buddhist,Female,69,Aged 69 years,"Black, Black British, Black Welsh, Caribbean or African",13
England and Wales,Buddhist,Female,69,Aged 69 years,Mixed or Multiple ethnic groups,13
England and Wales,Buddhist,Female,69,Aged 69 years,White,614
England and Wales,Buddhist,Female,69,Aged 69 years,Other ethnic group,82
England and Wales,Buddhist,Female,70,Aged 70 years,Does not apply,0
England and Wales,Buddhist,Female,70,Aged 70 years,"Asian, Asian British or Asian Welsh",623
England and Wales,Buddhist,Female,70,Aged 70 years,"Black, Black British, Black Welsh, Caribbean or African",6
England and Wales,Buddhist,Female,70,Aged 70 years,Mixed or Multiple ethnic groups,20
England and Wales,Buddhist,Female,70,Aged 70 years,White,557
England and Wales,Buddhist,Female,70,Aged 70 years,Other ethnic group,76
England and Wales,Buddhist,Female,71,Aged 71 years,Does not apply,0
England and Wales,Buddhist,Female,71,Aged 71 years,"Asian, Asian British or Asian Welsh",612
England and Wales,Buddhist,Female,71,Aged 71 years,"Black, Black British, Black Welsh, Caribbean or African",4
England and Wales,Buddhist,Female,71,Aged 71 years,Mixed or Multiple ethnic groups,20
England and Wales,Buddhist,Female,71,Aged 71 years,White,584
England and Wales,Buddhist,Female,71,Aged 71 years,Other ethnic group,98
England and Wales,Buddhist,Female,72,Aged 72 years,Does not apply,0
England and Wales,Buddhist,Female,72,Aged 72 years,"Asian, Asian British or Asian Welsh",573
England and Wales,Buddhist,Female,72,Aged 72 years,"Black, Black British, Black Welsh, Caribbean or African",4
England and Wales,Buddhist,Female,72,Aged 72 years,Mixed or Multiple ethnic groups,7
England and Wales,Buddhist,Female,72,Aged 72 years,White,494
England and Wales,Buddhist,Female,72,Aged 72 years,Other ethnic group,75
England and Wales,Buddhist,Female,73,Aged 73 years,Does not apply,0
England and Wales,Buddhist,Female,73,Aged 73 years,"Asian, Asian British or Asian Welsh",561
England and Wales,Buddhist,Female,73,Aged 73 years,"Black, Black British, Black Welsh, Caribbean or African",1
England and Wales,Buddhist,Female,73,Aged 73 years,Mixed or Multiple ethnic groups,7
England and Wales,Buddhist,Female,73,Aged 73 years,White,525
England and Wales,Buddhist,Female,73,Aged 73 years,Other ethnic group,54
England and Wales,Buddhist,Female,74,Aged 74 years,Does not apply,0
England and Wales,Buddhist,Female,74,Aged 74 years,"Asian, Asian British or Asian Welsh",456
England and Wales,Buddhist,Female,74,Aged 74 years,"Black, Black British, Black Welsh, Caribbean or African",5
England and Wales,Buddhist,Female,74,Aged 74 years,Mixed or Multiple ethnic groups,9
England and Wales,Buddhist,Female,74,Aged 74 years,White,469
England and Wales,Buddhist,Female,74,Aged 74 years,Other ethnic group,48
England and Wales,Buddhist,Female,75,Aged 75 years,Does not apply,0
